Name,Project,Arrangement,Organization,Theme,Year,Periodicity,Requested,Delivered,Established
(Particulier),Zingen in Zuid,Subsidie Vrijwilligersinitiatieven in Zuid,stadsdeel Zuid,Welzijn en Zorg,2017,Eenmalig,€ 2.000,€ 665,€ 665
(Particulier),Wintereditie dichtersfestival Kattenburg 2017,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel Centrum,stadsdeel Centrum,Cultuur,2017,Eenmalig,€ 1.450,€ 1.450,€ 1.450
(Particulier),Roze Amsterdam Z.O.,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 4.650,€ 4.650,€ 4.650
(Particulier),Open atelierroute Zuid,Subsidieregeling bewonersinitiatieven Stadsdeel Zuid,stadsdeel Zuid,Welzijn en Zorg,2017,Eenmalig,€ 3.000,€ 3.000,€ 3.000
(Particulier),Gevelsteen project - SteenGoed keramiek,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel Centrum,stadsdeel Centrum,Cultuur,2017,Eenmalig,€ 6.986,€ 6.986,
(Particulier),"Eetproject Bos en Lommer , vrouwen met een licht verstandelijke beperking",Subsidieregeling maatschappelijk initiatief stadsdeel West,stadsdeel West,Welzijn en Zorg,2017,Eenmalig,€ 17.700,€ 0,€ 0
(Particulier),Gezonde kookworkshop,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 1.500,€ 900,€ 900
(Particulier),Exposeren met de buurt van het Ramses Shaffy Huis,Subsidieregeling bewonersinitiatieven stadsdeel Oost,stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 3.047,€ 0,€ 0
(Particulier),Groendak,Subsidieregeling groene daken en gevels Amsterdam 2016-2018 (groene daken),Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,2017,Eenmalig,€ 1.480,€ 1.480,€ 1.480
(Particulier),Grafiekproject voor NT2 en laaggeletterden,Subsidieregeling stadspasinitiatieven,Inkomen,Inkomen,2017,Eenmalig,€ 1.740,€ 1.740,€ 1.740
(Particulier),website en buurtgids Tofbuurtje,Subsidieregeling bewonersinitiatieven stadsdeel Oost,stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 945,€ 945,€ 945
(Particulier),groene daken,Subsidieregeling groene daken en gevels Amsterdam 2016-2018 (groene daken),Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,2017,Eenmalig,€ 1.308,€ 1.308,€ 1.308
(Particulier),bewonersinitiatieven,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 5.000,€ 0,€ 0
(Particulier),Open Ateliers Ziod-Oud-Zuid,Subsidieregeling Bewonersinitiatieven,stadsdeel Zuid,Welzijn en Zorg,2017,Eenmalig,€ 3.000,€ 3.000,€ 3.000
(Particulier),Diverse evenementen op het Krugerplein in de Transvaalbuurt,Subsidieregeling bewonersinitiatieven stadsdeel Oost,stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 2.872,€ 2.872,€ 2.872
(Particulier),Anonieme Alcoholisten,Subsidieregeling bewonersinitiatieven Stadsdeel Zuid,stadsdeel Zuid,Welzijn en Zorg,2017,Eenmalig,€ 2.000,€ 1.820,€ 1.820
(Particulier),sociale cohesie en buurtparticipatie bevorderend project,Eenmalige Initiatieven SD Noord,stadsdeel Noord,Algemeen,2017,Eenmalig,€ 22.200,€ 0,€ 0
(Particulier),bewonersinitiatief open ateliers zuid,Subsidieregeling bewonersinitiatieven Stadsdeel Zuid,stadsdeel Zuid,Welzijn en Zorg,2017,Eenmalig,€ 3.000,€ 3.000,€ 3.000
(Particulier),Bewoners dichter bij elkaar brengen met verschillende culturele voorstellingen,Subsidieregeling bewonersinitiatieven stadsdeel Oost,stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 2.890,€ 1.000,€ 1.000
(Particulier),groene daken,Subsidieregeling groene daken en gevels Amsterdam 2016-2018 (groene daken),Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,2017,Eenmalig,€ 10.500,€ 3.150,€ 3.150
(Particulier),"Subsidie voor Basisvoorziening activering, participatie en sociale accommodaties in Amsterdam oost","Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 5.000,€ 0,€ 0
(Particulier),onderhoud Buurttuin Valentijn,Subsidieregeling Bewonersinitiatieven,stadsdeel Oost,Participatie,2017,Eenmalig,€ 1.680,€ 1.680,€ 1.680
(Particulier),groen dak school,Subsidieregeling groene daken en gevels Amsterdam 2016-2018 (groene daken),Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,2017,Eenmalig,€ 47.737,€ 14.700,€ 14.700
(Particulier),Ideeele radiospot,Eenmalige Initiatieven SD Oost,stadsdeel Oost,Algemeen,2017,Eenmalig,€ 3.000,€ 0,€ 0
(Particulier),Never Not Networking - Inspirerende Netwerkevenement voor de jonge Afrikaanse diaspora,Subsidieregeling bewonersinitiatieven stadsdeel Oost,stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 4.916,€ 0,€ 0
(Particulier),Participatie 55+ 2017,"Basisvoorziening activering, participatie en sociale accommodaties (SD Zuidoost)",stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 4.050,€ 4.050,€ 4.050
(Particulier),Bijles verlenen aan kansarme jongeren met een niet-westerse achtergrond,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel West,Jeugd,2017,Eenmalig,€ 8.250,€ 0,€ 0
(Particulier),Hanging baskets in Driemond,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 4.000,€ 4.000,€ 4.000
(Particulier),groene dak,Subsidieregeling groene daken en gevels Amsterdam 2016-2018 (groene daken),Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,2017,Eenmalig,€ 1.625,€ 813,€ 813
(Particulier),4 mei 2017 dodenherdenking IJburg,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 1.125,€ 1.125,€ 1.125
(Particulier),4 mei herdenking Java-eiland,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 460,€ 460,€ 460
(Particulier),Geveltuinendag Krugerplein,Subsidieregeling bewonersinitiatieven stadsdeel Oost,stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 1.207,€ 1.207,€ 1.207
(Particulier),Springkussen Evenement,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 5.000,€ 0,€ 0
(Particulier),10 jarig jubileum woon-werk collectief Vrijburcht,Subsidieregeling bewonersinitiatieven stadsdeel Oost,stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 4.300,€ 4.300,€ 4.300
(Particulier),Activiteiten Stadsdorp Utrechtsestraat,"Basisvoorziening activering, participatie en sociale accommodaties (SD Centrum)",stadsdeel Centrum,Welzijn en Zorg,2017,Eenmalig,€ 2.000,€ 1.500,€ 1.500
(Particulier),4 mei concert,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 800,€ 800,€ 800
(Particulier),Bewonersinitiatief Zaalvoetbal K buurt,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 4.615,€ 2.433,€ 2.433
(Particulier),Ouderen ontmoetingsplek Flevopoort,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 3.050,€ 3.050,€ 3.050
(Particulier),Aanleg groen dak,Subsidieregeling groene daken en gevels Amsterdam 2016-2018 (groene daken),Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,2017,Eenmalig,€ 1.740,€ 1.740,€ 1.740
(Particulier),Diversiteitsworkshops 'Te Koop: Vertrouwen in de samenleving',Subsidieregeling Burgerschap en Diversiteit,"Onderwijs, Jeugd en Zorg",Participatie,2017,Eenmalig,€ 800,€ 0,€ 0
(Particulier),elektrische auto bedrijf,Subsidieregeling voor de aanschaf van elektrische voertuigen voor zakelijk gebruik in Amsterdam,Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,2017,Eenmalig,€ 5.000,€ 5.000,
(Particulier),Durgerdammer Muziekmiddag 2017,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 250,€ 0,€ 0
(Particulier),Pluk! Groenten van West stadslandbouw project,Subsidieregeling Groen in de buurt en Stadslandbouw-Voedselinitiatieven,Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,2017,Eenmalig,€ 32.943,€ 14.000,
(Particulier),modeshow,"Gebiedsgebonden Kunst en cultuuractiviteiten, eenmalige kunstinitiatieven Sd Noord",stadsdeel Noord,Cultuur,2017,Eenmalig,€ 5.000,€ 0,€ 0
(Particulier),Cteatieve inloopochtend voor buurtbewoners,"Basisvoorziening activering, participatie en sociale accommodaties (SD Noord)",stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 500,€ 0,€ 0
(Particulier),Samen Gezond!,"Basisvoorziening activering, participatie en sociale accommodaties (SD Noord)",stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 500,€ 0,€ 0
(Particulier),kookworkshops voor kinderen en ouders in de Transvaalbuurt,Subsidieregeling bewonersinitiatieven stadsdeel Oost,stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 2.200,€ 600,€ 2.200
(Particulier),Organisatie klusdagen Themabijeenkomst ecologie en vleermuizen,Subsidieregeling bewonersinitiatieven stadsdeel Oost,stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 500,€ 500,€ 500
(Particulier),herdenken en vieren 4 en 5 mei Midden Noord,Eenmalige Initiatieven SD Noord,stadsdeel Noord,Algemeen,2017,Eenmalig,€ 4.410,€ 4.000,€ 4.000
(Particulier),Amsterdam Village Market 2017,Eenmalige Initiatieven SD Noord,stadsdeel Noord,Algemeen,2017,Eenmalig,€ 25.000,€ 25.000,
(Particulier),4 en 5 mei 2017,Eenmalige Initiatieven SD Noord,stadsdeel Noord,Algemeen,2017,Eenmalig,€ 4.100,€ 4.000,€ 4.000
(Particulier),4en 5 mei activiteiten Tuindorp oostzaan en Molenwijk,Eenmalige Initiatieven SD Noord,stadsdeel Noord,Algemeen,2017,Eenmalig,€ 5.400,€ 5.000,€ 5.000
(Particulier),Voorlichting tussen jongeren en politie i.v.m etnisch profileren,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 2.000,€ 0,€ 0
(Particulier),Aanschaf en leggen van een groendak,Subsidieregeling groene daken en gevels Amsterdam 2016-2018 (groene daken),Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,2017,Eenmalig,€ 2.400,€ 0,€ 0
(Particulier),Carnavals kinderdisco,Subsidieregeling stadspasinitiatieven,Inkomen,Inkomen,2017,Eenmalig,€ 2.000,€ 1.750,€ 1.750
(Particulier),"organiseren banenmarkt-feest voor de politie, brandweer enl leger","Gebiedsgebonden Kunst en cultuuractiviteiten, Kunst en Cultuur projecten en culturele festivals Sd O",stadsdeel Oost,Cultuur,2017,Eenmalig,€ 15.000,€ 0,€ 0
(Particulier),Buurtvaders project en panna toernooi,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
(Particulier),Oranje vereniging Driemond eo,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 4.900,€ 4.900,€ 4.900
(Particulier),Vrouwen verzorgdag (innerlijke en uiterlijke verzorging),Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 2.830,€ 2.830,€ 2.830
(Particulier),Voetbaltoernooi voor de jeugd,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 5.000,€ 0,€ 0
(Particulier),Great and healthy body 4 all,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 3.800,€ 1.500,€ 1.500
(Particulier),Activiteiten in de buurt,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 4.730,€ 4.730,€ 4.730
(Particulier),Kunstproject TAS,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel West,stadsdeel West,Cultuur,2017,Eenmalig,€ 2.800,€ 2.800,€ 2.800
(Particulier),heen en weer project,Subsidieregeling bewonersinitiatieven Stadsdeel Zuid,stadsdeel Zuid,Welzijn en Zorg,2017,Eenmalig,€ 3.000,€ 3.000,€ 3.000
(Particulier),Project Gaasperdam Fitkids!,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 5.000,€ 0,€ 0
(Particulier),Dichtbij in het Park 2017,Subsidieregeling bewonersinitiatieven Stadsdeel Zuid,stadsdeel Zuid,Welzijn en Zorg,2017,Eenmalig,€ 3.000,€ 3.000,€ 3.000
(Particulier),Vreedzame Wijk West,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel West,Jeugd,2017,Eenmalig,€ 69.930,€ 50.000,
(Particulier),Buurtfestival Buitenveldert-Amstelpark,Subsidieregeling bewonersinitiatieven Stadsdeel Zuid,stadsdeel Zuid,Welzijn en Zorg,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
(Particulier),4 mei herdenking Keesje Brijde,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 850,€ 850,€ 850
(Particulier),Aanschaf elektrische voertuigen,Subsidieregeling voor de aanschaf van elektrische voertuigen voor zakelijk gebruik in Amsterdam,Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,2017,Eenmalig,€ 5.000,€ 0,€ 0
(Particulier),om het plantsoen op te leuken met planten,Subsidieregeling bewonersinitiatieven Stadsdeel Zuid,stadsdeel Zuid,Welzijn en Zorg,2017,Eenmalig,€ 2.542,€ 2.542,€ 2.542
(Particulier),IK-JIJ-WIJ project voor cultureel divers kunstonderwijs,Subsidieregeling Burgerschap en Diversiteit,"Onderwijs, Jeugd en Zorg",Participatie,2017,Eenmalig,€ 1.000,€ 0,€ 0
(Particulier),zelfbouwwoning,"Bijzondere verordening basiskwaliteit woningbouw marktsector Amsterdam, energie neutrale woningen",Wonen,Stedelijke ontwikkeling en wonen,2017,Eenmalig,€ 1.000,€ 1.000,€ 1.000
(Particulier),Groendak (sedum) op 74 m2 op woonark,Subsidieregeling groene daken en gevels Amsterdam 2016-2018 (groene daken),Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,2017,Eenmalig,€ 2.305,€ 2.220,€ 2.220
(Particulier),Creeren van woningen,Subsidieregeling wonen boven winkels en bedrijven Amsterdam 2017,Wonen,Stedelijke ontwikkeling en wonen,2017,Eenmalig,€ 175.000,€ 150.000,
(Particulier),Aanleg tegelpaden nutstuinen Nellestein,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 3.457,€ 3.457,€ 3.457
(Particulier),Vrijheidsmaaltijd op 5 mei in de Diamantbuurt,Subsidieregeling Bewonersinitiatieven,stadsdeel Zuid,Welzijn en Zorg,2017,Eenmalig,€ 1.300,€ 1.300,€ 1.300
(Particulier),Sedumdak woonboot. ''Kades van Smaragd'',Subsidieregeling groene daken en gevels Amsterdam 2016-2018 (groene daken),Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,2017,Eenmalig,€ 2.948,€ 1.474,€ 1.474
(Particulier),Groen sedumdak,Subsidieregeling groene daken en gevels Amsterdam 2016-2018 (groene daken),Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,2017,Eenmalig,€ 4.080,€ 2.040,€ 2.040
(Particulier),"Verhalenfestival Jordaan, Buurtpodium 2017",Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel Centrum,stadsdeel Centrum,Cultuur,2017,Eenmalig,€ 2.740,€ 2.740,€ 2.740
(Particulier),groendak,Subsidieregeling groene daken en gevels Amsterdam 2016-2018 (groene daken),Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,2017,Eenmalig,€ 4.884,€ 0,€ 0
(Particulier),Vintange workschop,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 4.465,€ 4.465,€ 4.465
(Particulier),Lotgenotengroep Kanker Amsterdam Zuidoost,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 2.676,€ 2.676,€ 2.676
(Particulier),talent ontwikkeling van jeugd in Amsterdam Oost,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Oost,Jeugd,2017,Eenmalig,€ 2.000,€ 0,€ 0
(Particulier),Kunsteducatief project IK-JIJ-WIJ,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel West,stadsdeel West,Cultuur,2017,Eenmalig,€ 1.500,€ 0,€ 0
(Particulier),Voor ouderen activiteiten in Oud West,Subsidieregeling bewonersinitiatieven Stadsdeel West,stadsdeel West,Welzijn en Zorg,2017,Eenmalig,€ 4.000,€ 4.000,€ 4.000
(Particulier),Koningsmaal 2017,Subsidieregeling bewonersinitiatieven stadsdeel Oost,stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 1.000,€ 1.000,€ 1.000
(Particulier),Empowerment vrouwen dmv tuinieren en natuurworkshops,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
(Particulier),Project Uma fu Ganda 2017,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 4.130,€ 4.130,€ 4.130
(Particulier),Kookclub de 3 Monden om samen te koken en te eten,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 3.000,€ 3.000,€ 3.000
(Particulier),initiatief om 100 dames te voorzien van lente / zomerkleding,Subsidieregeling stadspasinitiatieven,Inkomen,Inkomen,2017,Eenmalig,€ 1.770,€ 1.770,€ 1.770
(Particulier),de tuinen van Sanderijn en Esmoreit,"Subsidieregeling Groen in de buurt en Stadslandbouw-Voedselinitiatieven, stadsdeel West",stadsdeel West,Ruimte en Duurzaamheid,2017,Eenmalig,€ 5.000,€ 3.600,€ 3.600
(Particulier),voor de UNISCA summer course 2017,Subsidieregeling Burgerschap en Diversiteit,"Onderwijs, Jeugd en Zorg",Participatie,2017,Eenmalig,€ 1.500,€ 0,€ 0
(Particulier),Digitaal project Save the World,"Subsidieregeling gebiedsgebonden kunst- en cultuuractiviteiten, eenmalige (tijdelijke) kunstinitiati",stadsdeel Zuid,Cultuur,2017,Eenmalig,€ 3.000,€ 0,€ 0
(Particulier),buurtinitiatief,Subsidieregeling bewonersinitiatieven Stadsdeel Zuid,stadsdeel Zuid,Welzijn en Zorg,2017,Eenmalig,€ 930,€ 300,€ 300
(Particulier),Dialoog in het kader van herdenken van de afschaffing van de nederlandse mensenhandel,Subsidieregeling Burgerschap en Diversiteit,"Onderwijs, Jeugd en Zorg",Participatie,2017,Eenmalig,€ 1.200,€ 1.200,€ 1.200
(Particulier),"OASE, groene ontmoetingsplek in de Reinwardtstraat (Dapperbuurt)",Subsidieregeling bewonersinitiatieven stadsdeel Oost,stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 425,€ 425,€ 425
(Particulier),Vaderschap bevordering binnen de Afrikaanse gemeenschap in Zuidoost,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Zuidoost,Jeugd,2017,Eenmalig,€ 4.950,€ 0,€ 0
(Particulier),Productieve Burger,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Zuidoost,Jeugd,2017,Eenmalig,€ 4.950,€ 0,€ 0
(Particulier),Sportweekend Piekeur Allstar,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 2.703,€ 2.703,€ 2.703
(Particulier),Netwerk voor vrouwen van Beuningenplein,"Basisvoorziening activering, participatie en sociale accommodaties (SD West)",stadsdeel West,Welzijn en Zorg,2017,Eenmalig,€ 4.175,€ 4.175,€ 4.175
(Particulier),West Wednesdays 2017,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel West,stadsdeel West,Cultuur,2017,Eenmalig,€ 6.500,€ 6.500,
(Particulier),buurtfeest met live muziek en activiteit,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 2.095,€ 1.400,€ 1.400
(Particulier),Biologische Tugelahuis Kindertuin,"Subsidieregeling Groen in de buurt en Stadslandbouw-Voedselinitiatieven, stadsdeel Oost",stadsdeel Oost,Ruimte en Duurzaamheid,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
(Particulier),10 jarig jubileum woongroep Navarea voor mensen met een verstandelijke beperking,Subsidieregeling bewonersinitiatieven stadsdeel Oost,stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 2.250,€ 2.250,€ 2.250
(Particulier),Africas Epic Sound,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 4.900,€ 4.900,€ 4.900
(Particulier),Asterdorp: Een bijzonder dorp met een roerige geschiedenis (evenement op 4 & 5 mei),Eenmalige Initiatieven SD Noord,stadsdeel Noord,Algemeen,2017,Eenmalig,€ 1.000,€ 1.000,€ 1.000
(Particulier),Groen dak Cornelis Drebbelstraat 18,Subsidieregeling groene daken en gevels Amsterdam 2016-2018 (groene daken),Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,2017,Eenmalig,€ 2.043,€ 0,€ 0
(Particulier),Openluchthotel van Schaffelaar 2017,Eenmalige Initiatieven SD West,stadsdeel West,Algemeen,2017,Eenmalig,€ 4.500,€ 4.500,€ 4.500
(Particulier),Qigong voor Mantelzorgers,Basisvoorziening mantelzorgondersteuning (West),stadsdeel West,Welzijn en Zorg,2017,Eenmalig,€ 5.250,€ 0,€ 0
(Particulier),Hoge Hoed festival in het Oostelijk Havengebied,Subsidieregeling bewonersinitiatieven stadsdeel Oost,stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 5.000,€ 0,€ 0
(Particulier),(huis)concerten,Subsidieregeling stadspasinitiatieven,Inkomen,Inkomen,2017,Eenmalig,€ 2.000,€ 0,€ 0
